GSM_ID,100152367_TGI_at,100148025_TGI_at,100122391_TGI_at,100146289_TGI_at,100160445_TGI_at,100121818_TGI_at,100139653_TGI_at,100137227_TGI_at,100147092_TGI_at,100155952_TGI_at,100134865_TGI_at,100134610_TGI_at,100146924_TGI_at,100152843_TGI_at,100148916_TGI_at,Type
GSM616845,28.13573,9.870354,16.99148,8.296372999999999,33.192190000000004,24.82413,6.706823,26.68964,5.0130300000000005,15.00505,10.98079,13.95953,8.797058999999997,14.54831,21.34881,3
GSM616846,29.7302,14.11214,18.19965,2.6646490000000003,29.34445,21.26735,17.61899,31.03531,9.393888,2.817875,9.468463,15.79446,9.672495,4.5038550000000015,21.13886,3
GSM616847,26.4161,16.77721,16.56269,14.10219,32.72808,18.73677,27.577890000000004,24.55775,7.584296000000001,14.18854,5.740021,16.98076,12.20056,11.39093,18.74608,3
GSM616848,28.859090000000002,11.8102,17.48507,1.667101,24.00868,26.15254,8.576677,29.41742,9.295383,6.108692,13.12635,4.7473410000000005,6.538744,10.6008,19.63069,3
GSM616849,24.52084,14.40313,14.70382,2.603504,24.91703,22.18872,2.065123,32.55216,8.010798,7.963928,5.8549940000000005,11.53973,7.002839,14.603929999999998,20.62988,3
GSM616850,25.35216,12.40304,18.08463,13.91786,27.9055,20.0566,8.466832,30.14833,4.852279,20.15265,6.304344,14.75354,5.651176,12.24168,19.78755,3
GSM616851,21.73938,15.507270000000002,15.61767,4.910882,24.16191,20.31817,4.6730589999999985,23.87329,5.830883999999998,8.491254,14.466870000000002,12.89604,7.0648399999999985,12.13191,23.27931,3
GSM616852,31.23228,11.60163,12.17088,7.046316,27.09631,19.43165,28.90605,26.93035,13.51116,20.55712,5.771019,12.78196,12.41796,2.77321,20.97393,3
GSM616853,23.35608,17.26335,16.102510000000002,5.156371,29.71099,18.95823,12.18632,23.68289,19.43279,11.87422,3.550268,12.88481,11.53135,8.900769,18.8402,3
GSM616854,24.57803,22.08059,15.02352,4.2419699999999985,23.33986,22.00706,20.37064,28.02421,6.477712,16.30312,21.0222,14.16523,6.9989050000000015,10.24134,20.7777,3
GSM616855,26.508879999999998,10.21281,19.17961,4.182646,30.2881,19.43486,11.94745,27.74961,8.422182000000001,13.34687,12.81436,14.84586,9.614077,15.21053,17.66304,3
GSM616856,24.61334,16.8582,17.83031,3.666695,28.1049,20.97507,25.2739,28.152690000000003,4.975615,7.748405,10.5189,18.16743,5.131029,4.464748,21.81765,3
GSM616857,24.2305,17.96065,13.65859,23.8707,23.25437,19.49755,14.32952,30.37703,8.644248,15.17895,13.14611,15.139679999999998,12.87044,3.597296,16.876479999999994,3
GSM616858,25.611439999999998,15.9012,19.31664,4.1624360000000005,24.65678,20.85689,3.060664,34.17681,3.844364,3.720182,4.24228,13.47464,4.88051,12.27631,20.4747,3
GSM616859,27.480190000000004,15.12503,13.51204,6.6236,26.57869,21.27572,13.62726,31.30702,5.030394,12.08379,11.49779,16.65674,7.775713,6.813984,19.4807,3
GSM616860,27.16735,17.42124,17.17494,3.604132,30.92043,15.56337,27.79665,30.93133,4.206538,14.052979999999998,15.8067,18.23476,7.012753,9.763922,15.84944,3
GSM616861,27.46126,13.67364,16.691370000000006,17.7922,26.558490000000006,23.21017,3.642273,32.5853,3.932982,16.46292,16.93374,14.7997,10.87931,4.5098720000000005,21.81572,3
GSM616862,29.21173,20.39037,18.10384,3.592307,24.09021,19.88151,2.182404,27.29379,12.27907,4.009104,3.967609,14.31938,7.583385000000002,6.381725,13.72724,3
GSM616863,27.709709999999998,19.17742,17.84832,6.685528,29.0413,24.78659,10.39431,36.11823,4.757052,11.68402,11.27059,15.604170000000002,4.6828,10.47627,17.88871,3
GSM616864,30.19538,22.00713,19.21861,4.290591,29.30786,25.93571,16.647679999999998,28.656999999999996,6.718183,17.973029999999994,10.01046,13.68746,7.569023,24.59153,19.23023,3
GSM616865,24.130129999999998,16.638460000000002,18.50914,6.7728,24.93934,18.108,30.85994,28.81295,6.3463080000000005,15.72477,22.0584,11.08761,7.920932,5.988409,21.12645,3
GSM616866,27.99065,10.41182,18.27639,6.957474,27.98136,23.83724,10.07635,33.0612,3.262395,13.02164,4.936401,15.828270000000002,5.923645,12.35815,20.24791,3
GSM616867,23.03361,18.61628,20.83106,2.870325,26.86358,19.09101,31.98112,31.17836,3.434893,8.286937,6.257355,20.10387,6.552078,4.8035260000000015,22.88244,3
GSM616868,26.03079,19.64408,17.29214,2.9613150000000004,25.862820000000006,20.61554,4.520872,30.83993,3.344049,6.514067,6.711242,14.1385,4.118785,6.2931,20.35916,3
GSM616869,28.03128,15.85496,19.44902,12.06909,29.681790000000003,19.85675,13.63704,29.21824,2.917084,6.057917,6.174217,23.01916,5.288071,8.996145,20.56796,3
GSM616870,25.13723,22.967,19.61552,9.182558,32.15313,22.16374,15.41184,31.52761,6.959225999999999,7.6899570000000015,8.515563,21.15356,6.66257,2.189164,21.49154,3
GSM616871,28.261390000000002,22.82891,18.07121,6.237248,31.25587,20.68819,16.332629999999998,29.066640000000003,3.2178150000000003,18.54909,11.09119,3.991578,4.286057,6.860103,23.67779,3
GSM616872,24.41295,22.73838,18.00698,2.641304,25.0166,23.02995,18.755,29.53727,1.884908,9.111045,6.665344,14.54759,3.638199,9.406941,16.71349,3
GSM616873,27.717670000000002,11.03247,14.18285,4.196593,24.77953,23.81978,0.7874343,30.60316,3.987758,18.092370000000006,8.00791,9.996688,5.691253,8.255436,23.42754,3
GSM616874,28.826259999999998,13.5417,20.81245,3.8868,32.24542,21.84396,5.69634,25.40335,4.491347,19.314870000000006,5.495158999999999,15.034820000000002,9.332232,10.04217,20.25733,3
GSM616875,26.871190000000002,16.43265,17.962329999999994,14.26612,33.221309999999995,23.26508,2.327002,24.73079,9.092247,13.80431,12.31318,12.08042,8.793201,17.36543,22.57568,3
GSM616876,29.81097,26.316540000000003,16.8671,5.359947,29.45336,19.40439,15.0056,28.23272,4.77225,16.271739999999998,7.320508999999999,12.74714,7.414722999999999,0.5797395000000001,19.21177,3
GSM616877,31.84125,10.17822,19.19835,2.090163,30.58897,19.6095,17.19604,33.26078,2.3679900000000003,13.59144,11.54849,6.2901669999999985,2.920297,6.285923,22.91669,3
GSM616878,28.944340000000004,9.363976,19.39574,4.647833,28.49146,26.7664,8.662600999999999,32.13146,4.248075,14.19023,7.4883,7.000014,6.55875,7.284961999999998,22.12325,3
GSM616879,29.25242,10.86093,15.0919,7.069889,26.8403,12.97968,21.04085,29.71918,12.53269,18.37218,10.09812,7.663023,11.05571,1.343792,15.82422,3
GSM616880,32.4928,23.76144,19.54583,6.273793,35.40729,18.23719,7.2447300000000014,33.453790000000005,5.1338050000000015,18.84691,5.076473,8.993838,12.07946,0.7039555000000001,24.12626,3
GSM616881,28.829320000000003,7.191041,22.60309,8.070545,37.88199,20.91657,2.53521,29.71973,3.396929,23.84581,8.047936,4.321199,6.629878999999999,3.191868,20.85745,3
GSM616882,23.77626,17.48316,18.10195,3.892839,27.17046,19.32724,16.404339999999998,27.00992,18.08396,12.84988,20.48414,13.5715,14.49536,4.42211,22.39671,3
GSM616883,26.321579999999997,11.54548,20.354470000000006,3.751434,28.987790000000004,18.95607,26.07523,29.60003,3.669464,17.84713,13.17249,15.84576,6.260606,2.976656,16.43029,3
GSM616884,29.93129,12.07559,17.036739999999998,5.444441,27.16109,18.64525,21.7231,28.74672,11.52145,7.584888,6.0999360000000005,14.848720000000002,8.692711,6.939649,20.83543,3
GSM616885,24.62777,6.056373000000002,17.3446,6.938275,25.59883,19.11803,25.84438,32.07627,2.510389,18.8163,11.23985,9.013946,6.167422,6.9571830000000014,22.03628,3
GSM616886,29.18433,17.80613,20.44415,1.635977,29.88997,23.09465,3.404027,34.31629,3.243229,2.980592,7.18565,7.629554,2.532637,3.4078120000000003,22.41332,3
GSM616887,26.56125,12.48342,15.03509,5.394533999999998,27.69721,19.72713,1.911305,29.442870000000006,3.566171,4.88508,9.765318,10.81434,6.8455309999999985,10.98737,20.58085,3
GSM616888,28.0616,13.616270000000002,16.50112,4.311435,26.66748,18.37106,8.434178999999999,26.31842,11.9356,12.36299,9.479866,10.64334,10.89857,2.355423,21.71088,3
GSM616889,28.58959,10.58846,16.81632,4.430303,25.16157,21.83513,12.88837,33.48315,3.469163,22.53853,6.4047730000000005,6.92135,8.990369,9.772207,19.85116,3
GSM616890,35.69513,7.1545440000000005,29.31612,2.375503,39.24321,18.94613,4.927416,34.46206,6.953643,20.60863,2.759875,5.766001,8.603517,1.719907,18.88164,3
GSM616891,29.742390000000004,22.56853,18.4765,3.128795,30.716140000000006,23.15399,18.31097,28.656240000000004,3.219651,21.47038,14.04024,15.0996,6.371849,9.655367,18.12819,3
GSM616892,25.25352,7.231216000000001,16.94772,2.876653,25.31138,18.15954,15.34314,29.67629,4.817366000000002,17.782339999999994,10.03994,11.53973,5.264196,8.22573,17.22314,3
GSM616893,27.568409999999997,19.21642,18.42644,2.936157,25.46378,19.22153,11.88994,28.28391,6.735817,6.232869,11.3924,18.54117,8.392775,12.82754,22.72069,3
GSM616894,31.1205,8.635002,18.37332,4.995677,29.1045,19.49565,5.409667,28.73087,3.820266,5.512016,8.563889,7.8117990000000015,6.663776,6.387867,26.34953,3
GSM616895,25.57387,12.28236,14.93357,6.181474,27.14972,18.69909,10.899000000000001,27.84492,5.0213410000000005,8.067786,12.42306,11.14863,7.990546000000001,7.351698,24.28009,3
GSM616896,23.27179,14.7463,16.24833,13.91094,29.21095,16.255029999999998,14.542320000000002,22.20891,19.12012,18.80363,14.25011,14.53496,19.57406,3.734936,17.56475,3
GSM616897,29.002509999999997,25.74459,16.043470000000006,1.628873,31.37141,18.97648,14.02498,27.80259,7.143788000000002,4.4103650000000005,6.959980000000002,18.66865,6.470151,5.502856,22.1116,3
GSM616898,28.36807,17.07657,16.34921,8.951366,31.000190000000003,21.71699,9.091403,27.49679,3.700217,16.47085,9.936212,10.61154,8.379236,12.35496,17.59285,3
GSM616899,26.251659999999998,7.133473,17.01462,4.243672,29.03016,17.21043,10.96607,29.62372,2.780411,21.8175,8.425007,10.32392,3.812287,5.9191379999999985,16.1317,3
GSM616900,26.22547,24.86718,18.27809,1.916105,28.78967,19.05428,7.536153,28.53899,5.907822,5.342793,8.398822000000001,10.9207,5.211429,1.043926,20.51463,3
GSM616901,30.1058,10.89499,18.88374,3.761992,27.86935,22.88318,6.038664,29.39116,1.685746,5.192119,8.242602999999999,10.19273,4.853103,7.956888,26.83046,3
GSM616902,24.3221,15.62027,16.2494,7.686742999999999,27.79481,21.55261,18.77282,25.74233,3.098146,8.685228,7.747955,8.527377,3.5132730000000003,6.24142,23.10658,3
GSM616903,24.53819,14.10294,17.827360000000006,4.722157,26.28517,19.62539,26.38942,31.32441,4.97497,11.82727,11.45334,11.15078,4.687882,5.955678,20.97677,3
GSM616904,25.02145,22.05732,16.12191,1.775416,30.81207,17.26557,17.69959,20.88616,13.532570000000002,20.27164,11.92202,12.1868,11.97603,6.533745,21.58822,3
GSM616905,28.17891,16.46011,16.49713,3.568083,28.42562,20.05547,9.557562,28.09894,8.561691,12.36322,14.23196,13.22824,7.779039999999998,1.28823,24.38661,3
GSM616906,23.30285,15.21308,18.30055,11.7471,32.60991,12.49268,18.55033,21.36164,8.117544,7.758945,13.56646,21.031270000000006,13.86905,13.01915,20.68725,3
GSM616907,26.979570000000002,16.05085,18.70833,9.957737,35.6711,19.5082,21.8814,28.34364,3.88891,1.784712,16.26887,14.00689,4.647969,9.34951,21.27237,3
GSM616908,25.31336,14.17026,12.8798,4.09987,24.42239,18.18164,22.37356,25.87176,5.2575,18.95529,9.53618,15.153770000000002,8.754791,9.18142,20.88603,3
GSM616909,27.051379999999998,7.279908,17.14086,7.0684320000000005,25.04264,15.39971,19.51545,27.20294,2.495496,15.32315,9.093907000000002,14.52258,5.285257,3.018381,16.89428,3
GSM616910,18.32453,16.72535,16.27807,11.030999999999999,24.76416,12.51705,20.96531,22.43473,28.58444,18.74156,14.33148,10.78496,20.85417,1.7607279999999998,18.95343,3
GSM616911,28.646079999999998,13.5779,14.16929,10.68475,27.54431,17.939410000000006,2.999942,22.41464,6.155305,10.84715,7.349169,10.75957,8.077008,12.7128,21.65494,3
GSM616912,26.27277,10.66602,17.663629999999994,3.7153,29.43831,15.9098,1.218133,24.24173,11.29419,3.242286,6.749516000000002,10.73792,12.20824,7.016823,25.22072,3
GSM616913,29.42622,13.76237,17.58064,2.006815,26.71998,19.96946,6.386625,32.70778,4.752887,4.4751379999999985,5.780422,14.6572,5.135715,5.1444480000000015,19.38554,3
GSM616914,27.130509999999997,15.35545,16.562520000000006,15.49154,30.0127,15.72736,9.772292,29.9928,14.31716,7.000054,12.93159,9.598421,12.24788,4.114548,24.060270000000006,3
GSM616915,34.03085,25.26449,25.66698,7.400836,37.22403,18.72595,10.12287,35.67529000000001,15.46301,5.1581790000000005,4.7454800000000015,8.289545,14.88292,1.46641,25.91692,3
GSM616916,27.60697,15.72492,16.22808,1.144308,26.09345,19.9349,14.49238,33.230290000000004,8.758453999999999,15.199370000000002,13.01365,15.51366,9.260904,2.192076,17.14467,3
GSM616917,29.77044,7.583633,17.27739,5.853307,31.02983,20.52775,3.129611,31.55455,2.885855,6.114448,6.020294,12.85655,3.499585,5.103351,23.7456,3
GSM616918,28.94353,16.62801,18.02727,17.26295,27.70785,18.44902,28.3632,30.83832,3.2973510000000004,8.841743,6.7971210000000015,11.29058,6.144265,2.786314,19.86226,3
GSM616919,23.316110000000002,9.893591,19.8961,4.701069,35.52715,14.59346,25.98174,30.339170000000006,16.36552,17.09733,5.035522,11.76523,11.70788,3.600172,18.03155,3
GSM616920,30.00573,12.31171,15.10002,8.617217,25.01156,22.99789,7.846961999999999,32.972,4.990891,9.38482,7.241796000000001,14.052979999999998,7.526658999999999,4.391947,21.37292,3
GSM616921,30.46688,9.179216,18.45413,1.496175,32.87125,19.87896,6.554892999999999,29.28855,6.093799,15.23464,12.84603,5.211221,5.872762000000002,13.55821,26.36049,3
GSM616922,26.46006,8.830372,19.45768,5.48196,33.420359999999995,20.8824,3.490121,33.4999,3.605468,4.156899,9.132636,6.822203999999998,6.647697999999999,11.87029,22.003870000000006,3
GSM616923,7.8120389999999995,19.18955,22.23727,15.8587,38.46144,5.78774,23.14791,1.509508,37.44855,8.773364,4.4462519999999985,21.78677,29.93849,1.83004,16.05621,3
GSM616924,29.329759999999997,8.245559,19.1479,9.589107,35.31,22.18679,4.130736,33.69296,2.8043310000000004,12.13036,6.715304,12.08984,7.938344,7.691418,27.201290000000004,3
GSM616925,27.732709999999997,24.12631,14.38671,4.31241,26.11256,21.23064,8.558178999999999,26.47541,15.499479999999998,17.71198,12.34969,10.2865,10.12379,4.746697,23.59478,3
GSM616926,29.214709999999997,15.398220000000002,18.76289,16.1587,29.87293,21.14162,5.528641,37.22289,6.490558999999998,6.631364,3.4361650000000004,5.022248,8.236697999999999,2.85147,23.18018,3
GSM616927,25.37105,15.6563,15.805270000000002,11.76423,27.23848,11.00744,28.3754,18.0261,17.568820000000002,19.8977,10.89868,4.667795,10.79117,2.163899,13.93366,3
GSM616928,25.93362,26.80066,19.72689,16.29567,32.83088,14.34799,16.5304,23.840999999999998,8.675581,16.53214,3.5713470000000003,10.99213,13.775720000000002,5.853967,15.81225,3
GSM616929,33.42951,8.95465,19.96066,7.121971,34.31498,19.25113,5.993268,37.23088,6.676972,11.48915,5.442046,4.460749,13.959979999999998,12.9027,26.71063,3
GSM616930,27.745890000000003,12.71292,18.29383,5.546603,28.36737,21.24296,14.59434,31.22375,4.011922,6.807573,7.840427,11.06045,5.033937,1.692506,22.84406,3
GSM616931,28.61422,11.29045,19.20719,4.26199,32.74739,19.38472,9.052578,32.95343,3.365014,7.376355,18.54469,9.969705,3.950695,8.63902,19.87297,3
GSM616932,28.442290000000003,8.273995,16.53011,5.563488,27.24832,20.18278,7.524171000000001,31.65396,3.903581,16.82674,10.80648,13.80031,8.858319,10.11298,22.0405,3
GSM616933,27.587870000000002,11.68575,16.53341,8.203208,32.10267,14.01764,19.01864,13.6904,19.08403,6.221677,2.078296,5.1390129999999985,15.01064,5.2007900000000005,16.04496,3
GSM616934,26.1209,17.28731,20.47351,7.150106,30.17825,13.76804,3.728737,29.92946,5.093847,1.442166,8.160808,10.16912,7.285042999999999,4.87711,29.14684,3
GSM616935,26.394409999999997,21.66252,12.61876,6.186883,27.73955,14.11912,18.4071,24.97181,13.03303,19.80216,19.1883,2.471054,13.67562,4.420841,23.71041,3
GSM616936,27.891009999999998,19.19026,16.25935,7.7119,29.65478,18.60421,9.628824,26.93526,5.025279,1.00316,19.70484,13.20295,6.267425,4.029415,23.21503,3
GSM616937,29.075840000000003,10.79289,17.3856,3.931045,29.11761,20.78371,7.344797,32.75761,5.8034550000000005,1.291268,3.536077,8.161764999999999,5.377059,5.4135860000000005,19.501620000000006,3
GSM616938,29.86025,7.7609,19.44648,1.844345,27.12638,25.13467,3.664806,32.494609999999994,4.093328,0.9980349,5.778612,11.83896,4.426546,6.5398190000000005,24.81333,3
GSM616939,30.792759999999998,17.281129999999994,17.7506,3.045846,32.34006,19.88167,16.354229999999998,32.94075,4.608546,15.38051,6.86964,3.692212,4.4503080000000015,7.269503,19.24718,3
GSM616940,27.71766,10.20676,16.55596,3.121796,26.991940000000003,24.1309,5.24551,30.5534,3.4926120000000003,2.969314,7.759063,13.72843,3.223392,1.857783,24.29634,3
GSM616941,25.32088,11.48009,18.89416,4.16131,34.08838,23.72721,5.4587,36.58539,6.117431,7.913208999999998,5.743356,6.5492339999999984,7.624006,9.601916,17.76274,3
GSM616942,29.24748,13.50044,20.21108,10.60603,31.35392,16.93928,28.96469,33.78038,3.884595,16.29816,14.39456,9.537442,9.62228,2.8098,25.86109,3
GSM616943,26.406990000000004,9.512769,19.35028,8.246936999999999,31.257720000000006,21.26515,7.867499,26.46966,4.167912,17.17801,13.39411,7.746308999999999,11.69142,14.162679999999998,19.9175,3
GSM616944,25.23761,8.695764,16.132379999999998,3.192008,32.302240000000005,21.60361,20.90756,29.49444,1.331666,17.517960000000002,1.972046,13.75054,2.946634,6.492514,18.46189,3
GSM616945,25.86103,15.71943,19.3504,9.364298,31.29636,20.605999999999998,7.0060449999999985,28.1122,6.6536490000000015,16.61223,19.29308,14.55702,9.668201,7.972442,20.12325,3
GSM616947,27.9743,13.67015,20.09969,10.91552,35.4262,9.816502,4.851968,8.024411,14.68375,8.688219,9.539539,2.284607,15.89863,7.536261,18.88604,3
GSM616948,30.397340000000003,14.03473,22.74138,13.39541,37.82325,22.73816,0.9285928,24.64206,12.43322,8.728089,14.77794,6.895245,14.08283,12.03841,28.48621,3
GSM616950,27.650540000000003,8.22674,21.68344,9.536459,33.93888,16.07116,24.41561,27.605590000000007,5.021561,20.84324,2.394528,11.67316,13.59596,14.88062,17.37034,3
GSM616952,27.99953,8.67457,18.0413,8.55831,33.210390000000004,18.50625,17.087870000000002,23.19944,7.778511999999999,6.079992,12.66336,9.064856,15.907379999999998,5.20814,23.84381,3
GSM616953,28.395740000000004,22.06486,20.83938,15.69598,34.03193,21.36156,24.36363,31.14701,8.139811,13.75036,5.7160400000000005,11.41636,14.21052,3.760922,23.12845,3
GSM616955,26.079179999999997,13.39706,24.28979,26.25746,36.36549,14.93311,12.59442,24.64387,3.182513,10.96245,9.436022,13.35005,17.186870000000006,8.952633,20.84949,3
GSM616957,30.18269,15.20328,21.80424,11.86797,34.64379,26.256490000000003,1.69697,36.05107,5.195732,8.713998,8.229996,7.327991,8.531678,9.25093,27.00066,3
GSM616959,30.216379999999997,19.3795,24.64011,4.018638,35.02487,16.75167,16.507579999999994,34.65028,2.279286,18.61195,10.36623,3.666975,9.329504,8.062851,22.005370000000006,3
GSM616961,26.579720000000002,23.84408,22.06135,5.823179,38.20285,22.71818,9.984694,22.09114,6.9978479999999985,35.68032,8.617124,3.814449,15.00743,12.52839,23.40796,3
GSM616963,25.671020000000002,9.773619,20.50116,16.75315,34.36619,16.57859,18.98559,29.0862,21.76801,25.34544,8.245192999999999,8.239664,14.89889,5.2459430000000005,23.80508,3
GSM616965,31.932920000000003,9.501148,22.8661,6.196798,33.97958,24.01203,7.876589999999998,23.1923,5.676692,14.53743,11.99654,6.649261,10.51975,9.460438,30.06383,3
GSM616966,34.525079999999996,17.62547,22.30677,0.7762505000000001,41.26752000000001,20.21325,4.251301,39.95125,4.694581,20.89498,8.452027000000001,8.204885,7.658949000000002,18.75718,28.67339,3
GSM616968,28.159229999999997,12.20751,22.35425,1.891572,32.29402,17.595570000000006,11.32154,36.16426,4.0553300000000005,19.36547,4.598203,3.891328,5.653236,6.198221,24.3399,3
GSM616970,23.36414,10.30551,18.82904,1.5207540000000002,34.80559,16.90619,11.96759,29.63391,4.870754,35.31424000000001,9.980384,4.218526,10.15886,5.889613,11.28473,3
GSM616972,30.23013,11.37566,30.60066,10.70297,43.85044,16.065910000000002,7.752391999999999,25.65135,6.829605,14.25565,4.1559050000000015,5.698055,11.92772,14.74324,26.89667,3
GSM616973,31.58786,10.4186,14.943879999999998,4.476925,26.14276,24.55388,0.8232728000000001,38.55183,3.013466,2.007332,13.03287,9.203276,4.178426,11.93249,21.18594,3
GSM616975,25.318,9.603659,14.47161,10.63998,25.12133,19.02274,28.64995,22.93565,5.4310269999999985,17.59437,27.031,7.4723039999999985,8.425844999999999,7.142875,20.13515,3
GSM616977,20.65456,24.43439,16.89416,8.818799,29.51586,15.2714,33.58673,9.293991,12.23374,19.29437,21.19546,5.258539,16.91491,9.977769,18.19943,3
GSM616978,19.14005,25.87421,12.6419,4.568295,26.01092,15.76575,32.595620000000004,23.47615,8.095333,22.52797,24.00571,8.856629,11.20872,8.786764,18.07803,3
GSM616980,27.116629999999997,7.834899000000001,10.98855,16.01074,26.07031,17.24778,12.86474,25.199720000000006,5.20634,24.76426,23.97456,13.01634,10.38607,12.82081,24.34401,3
GSM616982,24.126379999999997,19.82409,17.83995,6.7285309999999985,27.1813,13.60653,30.93575,17.74054,10.87904,22.67488,19.350620000000006,10.77634,14.08149,2.651522,20.9986,3
GSM616984,8.52679,20.72304,12.8587,24.11119,27.29538,9.440216,31.66347,7.629341,9.269844,22.57388,6.703696000000001,5.978151,17.97537,17.719620000000006,14.29374,3
GSM616986,29.345640000000003,11.19103,19.86153,1.580828,32.98563,25.303420000000006,1.318881,33.455659999999995,8.346969,13.0121,14.997,14.32249,7.729653999999999,12.75705,23.88999,3
GSM616987,27.422079999999998,21.59342,17.9299,11.18125,31.64075,14.3808,27.22868,18.44031,10.78057,20.58059,18.09266,8.293515,13.78854,3.127884,21.4702,3
GSM616989,18.13758,26.46773,11.98657,25.86713,28.69058,3.8578,22.92735,2.3355,23.14216,12.98134,5.803097,13.40806,15.400379999999998,1.013633,8.270822,3
GSM616990,25.262539999999998,26.36584,12.37825,19.88917,23.85815,14.49992,29.88226,25.11885,4.616592,24.3494,14.99846,7.142322999999998,9.911754,9.715882,15.55797,3
GSM616992,25.2909,27.14451,14.39379,22.5874,26.3295,15.1626,30.664,26.73806,10.77279,19.74818,18.97736,6.07733,16.608970000000006,7.282277,16.635360000000002,3
GSM616994,31.01329,11.28553,21.05275,0.9547569,32.74219,22.13107,1.42789,32.38487,1.965311,8.199244,5.440178,14.73178,3.705593,9.953451,26.13916,3
GSM616995,28.7834,14.84907,20.4311,11.42782,28.42039,19.43282,20.1366,30.242490000000004,2.297855,7.55611,9.903979,19.24475,8.283841,5.984241,20.94371,3
GSM616996,29.45737,18.15449,18.86576,2.244456,32.97673,21.83246,3.384521,36.89121,2.708036,12.01513,6.634582000000001,6.389768,3.945614,11.36013,20.1571,3
GSM616997,29.60407,21.32798,19.15685,4.604078,30.58367,21.80058,4.492616,32.71941,6.305315,12.50119,11.98393,9.876114,10.07526,11.97816,23.36654,3
GSM616998,27.981540000000003,16.00023,20.660870000000006,7.107119,26.88405,26.19478,4.791228,29.66385,2.961025,12.20675,7.429357,7.9768880000000015,8.865777,4.40298,23.07278,3
GSM616999,26.63268,17.979470000000006,18.35692,8.370869,28.36454,22.01848,7.5984539999999985,35.3811,2.087121,22.18663,14.89301,14.1075,5.37597,9.186021,16.66763,3
GSM617000,25.10266,12.39949,18.67285,11.77507,29.14699,20.96743,13.222370000000002,26.97488,4.200372,24.59505,8.18097,6.833784,10.05432,16.08504,13.36675,3
GSM617001,26.017770000000002,18.96617,20.3936,4.3842050000000015,33.15967,21.57282,13.80509,27.01931,3.709553,18.1094,16.38004,10.58152,5.123625,9.939412,23.39671,3
GSM617002,32.38838,12.09156,20.30064,6.818439,30.74701,23.19214,5.460686,35.73428,1.870498,2.943795,3.081955,17.76585,5.255108,11.08703,20.88278,3
GSM617003,22.32589,30.04471,19.49498,17.37729,30.44617,17.441,9.428048,21.24767,4.927052,13.607999999999999,13.63516,31.90796,14.45737,9.558998,22.96831,3
GSM617004,28.15492,10.14667,20.7215,4.920963,34.15703,21.7402,9.806041,27.87615,2.326536,17.522129999999994,8.434707000000001,15.74259,5.880146,7.2237740000000015,23.71903,3
GSM617005,26.553,25.97149,19.51184,1.133529,32.67112,18.67327,30.24391,26.23761,8.476719000000001,24.38901,8.056164,18.65875,12.72588,14.6673,13.89306,3
